team,year,league,shots made,shots attempted,free throws made,free throws attempted,offensive rebounds,defensive rebounds,total rebounds,assists,fouls commited,steals,turnovers,blocks,total points,made shots allowed,shot attempts allowed,made free throws against,free throw attempts allowed,offensive rebounds allowed,defensive rebounds allowed,total rebounds allowed,assists allowed,fouls against,steals against,turnovers against,blocks against,3 pointers allowed,points allowed,pace,games won,games lost,win pct,Over 500,Champion,Playoffs,Playoff Win,Final 2
ATL,1988,N,3412,7230,2168,2709,1372,2316,3688,1990,1880,817,1310,474,9102,3363,7124,1826,2329,1261,2325,3586,2037,2109,687,1487,348,147,8699,101.14124,52,30,0.634146342,Yes,No,Yes,No,No
BOS,1988,N,3520,7143,1840,2349,1179,2442,3621,2189,1876,639,1336,418,8958,3475,7183,1780,2294,1048,2222,3270,2124,1950,762,1191,387,133,8863,100.74356,42,40,0.512195122,Yes,No,Yes,No,No
CHA,1988,N,3426,7430,1580,2060,1138,2250,3338,2323,2068,705,1318,264,8566,3555,7113,2040,2629,1191,2621,3812,2061,1791,710,1425,441,115,9265,102.86638,20,62,0.243902439,No,No,No,No,No
CHI,1988,N,3448,6968,1656,2106,1018,2453,3471,2213,1855,722,1327,376,8726,3361,7098,1693,2190,1078,2300,3378,2099,1781,686,1255,348,193,8608,99.37355,47,35,0.573170732,Yes,No,Yes,Yes,No
CLE,1988,N,3466,6904,1821,2438,1033,2475,3508,2260,1592,791,1323,586,8923,3385,7346,1358,1748,1214,2283,3497,2043,1970,685,1429,363,172,8300,100.30792,57,25,0.695121951,Yes,No,Yes,No,No
DAL,1988,N,3244,6917,1785,2263,1048,2397,3445,1867,1739,579,1233,476,8484,3422,7304,1573,2090,1231,2500,3731,2133,1869,660,1175,386,166,8583,98.304283,38,44,0.463414634,No,No,No,No,No
DEN,1988,N,3813,8140,1821,2314,1206,2513,3719,2282,2088,811,1225,436,9675,3701,7484,1977,2683,1136,2864,4000,2136,2001,665,1597,485,157,9536,110.61767,44,38,0.536585366,Yes,No,Yes,No,No
DET,1988,N,3395,6879,1830,2379,1154,2546,3700,2027,1939,522,1336,406,8740,3140,7022,1826,2325,1131,2188,3319,1855,2088,646,1225,341,158,8264,98.192108,63,19,0.768292683,Yes,Yes,Yes,Yes,Yes
GSW,1988,N,3730,7977,1904,2384,1323,2561,3884,2009,1946,831,1488,643,9558,3693,8000,1916,2501,1437,2639,4076,2215,1935,861,1554,485,281,9583,111.25662,43,39,0.524390244,Yes,No,Yes,Yes,No
HOU,1988,N,3412,7196,1909,2527,1211,2554,3765,2016,2026,789,1569,501,8897,3413,7290,1806,2372,1145,2428,3573,2015,2013,800,1455,439,187,8819,104.61546,45,37,0.548780488,Yes,No,Yes,No,No
IND,1988,N,3385,6945,1795,2275,1065,2497,3562,2012,2105,563,1547,418,8767,3453,7400,2036,2606,1288,2312,3600,2034,2029,836,1206,389,167,9109,102.09567,28,54,0.341463415,No,No,No,No,No
LAC,1988,N,3526,7428,1606,2220,1156,2384,3540,2208,1937,815,1666,530,8712,3747,7738,1834,2400,1342,2550,3892,2384,1882,933,1440,551,197,9525,107.62067,21,61,0.256097561,No,No,No,No,No
LAL,1988,N,3584,7143,2011,2508,1094,2612,3706,2282,1672,724,1344,421,9406,3541,7540,1542,2051,1178,2222,3400,2157,1941,752,1263,432,194,8818,102.88935,57,25,0.695121951,Yes,No,Yes,Yes,Yes
MIA,1988,N,3221,7116,1477,2103,1309,2211,3520,1958,2124,744,1728,408,8016,3384,6928,2021,2613,1188,2366,3554,2062,1830,926,1543,553,148,8937,102.09809,15,67,0.182926829,No,No,No,No,No
MIL,1988,N,3399,7167,1955,2382,1133,2272,3405,2071,1953,821,1305,323,8932,3301,6901,1838,2369,1094,2335,3429,2109,1935,707,1522,425,196,8636,101.2846,49,33,0.597560976,Yes,No,Yes,Yes,No
NJN,1988,N,3333,7226,1653,2260,1204,2419,3623,1793,1966,773,1449,431,8506,3560,7162,1749,2286,1030,2476,3506,2134,1834,744,1376,485,158,9027,102.61907,26,56,0.317073171,No,No,No,No,No
NYK,1988,N,3701,7611,1779,2366,1322,2265,3587,2083,2053,900,1572,446,9567,3636,7358,1834,2390,1213,2326,3539,2292,1898,778,1688,433,152,9258,107.49883,52,30,0.634146342,Yes,No,Yes,Yes,No
PHI,1988,N,3500,7201,1970,2504,1143,2356,3499,2110,1721,689,1214,354,9174,3658,7296,1565,2023,1149,2412,3561,2281,1984,640,1269,445,170,9051,100.8098,46,36,0.56097561,Yes,No,Yes,No,No
PHO,1988,N,3754,7545,2051,2594,1095,2619,3714,2280,1933,693,1279,416,9727,3589,7736,1737,2308,1252,2458,3710,2166,2057,625,1368,427,181,9096,107.20413,55,27,0.670731707,Yes,No,Yes,Yes,No
POR,1988,N,3695,7795,1789,2416,1384,2381,3765,2212,2026,828,1435,388,9395,3572,7322,1933,2504,1151,2391,3542,2073,1960,738,1569,358,198,9275,107.28222,39,43,0.475609756,No,No,Yes,No,No
SAC,1988,N,3362,7351,1620,2104,1141,2454,3595,1970,1877,624,1370,409,8651,3589,7420,1747,2301,1171,2604,3775,2107,1821,759,1284,442,181,9106,103.05398,27,55,0.329268293,No,No,No,No,No
SAS,1988,N,3469,7409,1651,2367,1295,2181,3476,2037,2153,961,1712,423,8652,3486,7148,2105,2714,1256,2462,3718,2062,1938,915,1728,545,172,9249,106.86423,21,61,0.256097561,No,No,No,No,No
SEA,1988,N,3564,7478,1775,2379,1397,2238,3635,2083,2027,864,1403,494,9196,3437,7067,1915,2489,1188,2252,3440,1958,1881,670,1553,413,169,8958,103.0946,47,35,0.573170732,Yes,No,Yes,Yes,No
UTA,1988,N,3182,6595,2110,2742,1050,2607,3657,2108,1894,720,1532,583,8588,3113,7170,1765,2342,1220,2233,3453,1812,2086,779,1329,505,185,8176,100.28447,51,31,0.62195122,Yes,No,Yes,No,No
WA1,1988,N,3519,7591,1789,2318,1254,2354,3608,2048,2054,694,1291,325,8879,3486,7235,1929,2510,1132,2538,3670,2082,1921,655,1381,523,155,9056,104.17281,40,42,0.487804878,No,No,No,No,No
ATL,1989,N,3417,7019,1943,2544,1273,2187,3460,1820,1871,717,1270,353,8901,3438,6935,1760,2279,1151,2236,3387,2144,1961,672,1294,389,181,8817,98.006927,41,41,0.5,No,No,No,No,No
BOS,1989,N,3563,7148,1791,2153,1066,2707,3773,2423,1717,539,1256,455,9023,3438,7383,1648,2133,1046,2318,3364,2078,1845,736,1003,356,172,8696,100.10847,52,30,0.634146342,Yes,No,Yes,No,No
CHA,1989,N,3270,7183,1487,1967,962,2211,3173,2080,1889,778,1226,262,8232,3438,6922,1865,2380,1063,2723,3786,2066,1754,638,1376,384,132,8873,100.29487,19,63,0.231707317,No,No,No,No,No
CHI,1989,N,3531,7090,1665,2140,1075,2279,3354,2172,1906,814,1247,388,8977,3361,6819,1784,2392,1068,2296,3364,2110,1742,665,1411,383,204,8710,99.227531,55,27,0.670731707,Yes,No,Yes,Yes,No
CLE,1989,N,3214,6977,1637,2201,1128,2380,3508,2106,1666,645,1243,512,8411,3418,7135,1444,1898,1134,2451,3585,2137,1893,680,1294,379,156,8436,97.852448,42,40,0.512195122,Yes,No,Yes,No,No
DAL,1989,N,3246,6831,1735,2261,1042,2419,3461,1776,1733,664,1228,398,8384,3288,7013,1627,2161,1142,2398,3540,1961,1832,649,1236,388,175,8378,97.121872,47,35,0.573170732,Yes,No,Yes,No,No
DEN,1989,N,3716,8015,1737,2201,1169,2532,3701,2275,2047,814,1136,329,9397,3589,7334,1939,2517,1021,2846,3867,2073,1911,613,1514,462,164,9281,108.09281,43,39,0.524390244,Yes,No,Yes,No,No
DET,1989,N,3333,6980,1713,2252,1185,2458,3643,1996,1961,512,1233,418,8556,3043,6809,1785,2342,1040,2281,3321,1764,2072,606,1248,304,186,8057,97.101807,59,23,0.719512195,Yes,Yes,Yes,Yes,Yes
GSW,1989,N,3489,7208,2313,2858,915,2385,3300,1978,2010,756,1415,488,9534,3766,7885,1998,2633,1495,2594,4089,2331,2219,817,1422,430,261,9791,108.40177,37,45,0.451219512,No,No,No,No,No
HOU,1989,N,3483,7250,1633,2267,1217,2638,3855,2194,1934,809,1513,551,8752,3399,7322,1671,2256,1175,2460,3635,2010,1819,790,1428,392,163,8632,103.41612,41,41,0.5,No,No,Yes,No,No
IND,1989,N,3381,6807,1906,2335,940,2388,3328,2023,1972,552,1342,350,8962,3486,7225,1804,2395,1173,2297,3470,1945,2021,716,1189,321,173,8949,99.911209,42,40,0.512195122,Yes,No,Yes,No,No
LAC,1989,N,3319,6853,1815,2458,1056,2362,3418,1978,1859,782,1547,507,8509,3432,7207,1737,2251,1149,2367,3516,2092,1950,828,1364,429,186,8787,101.7652,30,52,0.365853659,No,No,No,No,No
LAL,1989,N,3434,7010,1902,2417,1097,2460,3557,2232,1737,655,1226,445,9079,3382,7247,1584,2111,1131,2243,3374,2009,1909,669,1200,426,175,8523,99.404251,63,19,0.768292683,Yes,No,Yes,Yes,No
MIA,1989,N,3383,7345,1393,2028,1242,2313,3555,1957,2123,736,1557,388,8247,3418,7010,2050,2716,1125,2467,3592,2076,1781,860,1473,477,158,9044,103.38131,18,64,0.219512195,No,No,No,No,No
MIL,1989,N,3380,7146,1722,2273,1108,2246,3354,2046,2086,826,1315,326,8691,3292,6871,1990,2570,1158,2405,3563,2023,1879,685,1506,444,181,8755,100.94905,44,38,0.536585366,Yes,No,Yes,No,No
MIN,1989,N,3067,6876,1596,2137,1196,2053,3249,1844,1901,789,1197,344,7803,3081,6391,1859,2420,1050,2322,3372,1880,1748,578,1366,489,129,8150,94.217224,22,60,0.268292683,No,No,No,No,No
NJN,1989,N,3157,7415,1754,2350,1363,2324,3687,1475,1952,774,1360,481,8208,3403,7020,1906,2491,1144,2590,3734,1871,1886,768,1419,478,141,8853,101.75964,17,65,0.207317073,No,No,No,No,No
NYK,1989,N,3434,7089,1775,2349,1187,2426,3613,2140,1828,714,1412,492,8879,3497,7430,1598,2100,1249,2285,3534,2126,1869,719,1287,418,171,8763,101.17049,45,37,0.548780488,Yes,No,Yes,Yes,No
ORL,1989,N,3457,7525,2060,2725,1304,2465,3769,1993,1975,617,1407,294,9090,3864,7757,1897,2502,1173,2569,3742,2333,2060,734,1216,556,196,9821,107.1437,18,64,0.219512195,No,No,No,No,No
PHI,1989,N,3437,7028,1976,2509,1111,2406,3517,1932,1697,687,1209,365,9039,3417,7117,1584,2054,1113,2356,3469,2155,1945,636,1234,380,212,8630,98.947342,53,29,0.646341463,Yes,No,Yes,Yes,No
PHO,1989,N,3544,7139,2159,2716,1053,2651,3704,2109,1825,668,1275,501,9423,3528,7588,1585,2163,1202,2335,3537,2125,2151,677,1254,395,200,8841,103.63757,54,28,0.658536585,Yes,No,Yes,Yes,No
POR,1989,N,3572,7547,2031,2734,1355,2552,3907,2085,2048,749,1356,364,9365,3351,7227,1917,2500,1055,2357,3412,2026,2086,667,1489,432,228,8847,105.83872,59,23,0.719512195,Yes,No,Yes,Yes,Yes
SAC,1989,N,3305,7056,1515,1964,952,2363,3315,2052,1863,546,1239,392,8341,3384,7158,1828,2324,1146,2531,3677,2022,1740,704,1168,391,160,8756,99.17701,23,59,0.280487805,No,No,No,No,No
SAS,1989,N,3388,6997,1888,2535,1163,2474,3637,2037,1854,799,1399,554,8718,3269,7090,1663,2169,1125,2241,3366,1967,1919,760,1420,416,231,8432,100.85742,56,26,0.682926829,Yes,No,Yes,Yes,No
SEA,1989,N,3466,7243,1606,2167,1323,2255,3578,1874,2064,701,1336,335,8769,3257,6704,1992,2533,1007,2204,3211,1862,1796,634,1303,406,178,8684,98.658936,41,41,0.5,No,No,No,No,No
UTA,1989,N,3330,6593,1874,2484,953,2501,3454,2212,2031,677,1410,491,8760,3164,6949,1865,2452,1100,2210,3310,1885,1910,736,1241,452,174,8367,98.585442,55,27,0.670731707,Yes,No,Yes,No,No
WA1,1989,N,3598,7581,1599,2093,1198,2450,3648,2214,1929,561,1201,424,8832,3511,7403,1845,2376,1198,2503,3701,1952,1780,644,1200,430,142,9009,102.47475,31,51,0.378048781,No,No,No,No,No
ATL,1990,N,3349,7223,2034,2544,1235,2420,3655,1864,1768,729,1231,374,9003,3568,7219,1587,2069,1080,2499,3579,2320,2034,688,1291,361,217,8940,100.80279,43,39,0.524390244,Yes,No,Yes,No,No
BOS,1990,N,3695,7214,1646,1997,1088,2697,3785,2160,1695,672,1320,565,9145,3419,7559,1639,2084,1192,2204,3396,2052,1660,738,1127,381,191,8668,101.1468,56,26,0.682926829,Yes,No,Yes,Yes,No
CHA,1990,N,3286,7033,1725,2214,1027,2200,3227,2019,1946,759,1290,304,8428,3408,6915,1884,2441,1151,2504,3665,2144,1841,675,1406,480,158,8858,99.808464,26,56,0.317073171,No,No,No,No,No
CHI,1990,N,3632,7125,1605,2111,1148,2342,3490,2212,1751,822,1184,438,9024,3267,6884,1554,2017,1062,2162,3224,2016,1826,633,1402,348,190,8278,97.91748,61,21,0.743902439,Yes,Yes,Yes,Yes,Yes
CLE,1990,N,3259,6857,1665,2176,1011,2329,3340,2240,1672,643,1281,450,8343,3459,7117,1464,1916,1097,2398,3495,2150,1895,710,1226,394,163,8545,97.749222,33,49,0.402439024,No,No,No,No,No
DAL,1990,N,3245,6890,1512,1986,984,2360,3344,1821,1840,581,1186,397,8195,3346,6945,1700,2296,1116,2489,3605,2025,1778,650,1147,400,178,8570,96.411125,28,54,0.341463415,No,No,No,No,No
DEN,1990,N,3901,8868,1726,2263,1520,2530,4050,2005,2235,856,1332,406,9828,4076,7962,2377,3068,1242,3067,4309,2492,1844,757,1527,525,194,10723,116.47991,20,62,0.243902439,No,No,No,No,No
DET,1990,N,3194,6875,1686,2211,1206,2452,3658,1825,1869,487,1181,367,8205,3053,6743,1674,2173,1002,2274,3276,1736,1987,581,1127,289,157,7937,94.567039,50,32,0.609756098,Yes,No,Yes,Yes,No
GSW,1990,N,3566,7346,2162,2761,1113,2306,3419,1954,2207,803,1359,378,9564,3544,7349,2121,2797,1292,2480,3772,2164,2206,726,1534,437,221,9430,106.54318,44,38,0.536585366,Yes,No,Yes,Yes,No
HOU,1990,N,3403,7287,1631,2200,1275,2508,3783,1906,1874,796,1402,409,8753,3337,7316,1609,2086,1242,2431,3673,1965,1786,711,1415,357,183,8466,101.46833,52,30,0.634146342,Yes,No,Yes,No,No
IND,1990,N,3450,6994,2010,2479,1018,2376,3394,2181,2088,658,1355,357,9159,3577,7299,1851,2490,1202,2313,3515,2063,2037,729,1260,353,186,9191,101.9852,41,41,0.5,No,No,Yes,No,No
LAC,1990,N,3391,7315,1596,2273,1246,2500,3746,2119,2043,725,1438,507,8491,3337,7151,1901,2529,1115,2494,3609,1982,1887,773,1316,491,199,8774,102.57458,31,51,0.378048781,No,No,No,No,No
LAL,1990,N,3343,6911,1805,2261,1078,2440,3518,2091,1524,642,1203,384,8717,3354,7262,1278,1700,1131,2187,3318,1998,1823,668,1175,334,178,8164,97.213501,58,24,0.707317073,Yes,No,Yes,Yes,Yes
MIA,1990,N,3280,7139,1649,2307,1232,2302,3534,1904,2080,756,1551,387,8349,3335,6974,1997,2603,1176,2364,3540,2006,1960,853,1466,502,173,8840,102.03379,24,58,0.292682927,No,No,No,No,No
MIL,1990,N,3337,6948,1796,2241,1079,2162,3241,2075,2033,894,1321,330,8727,3290,6775,1755,2312,1108,2315,3423,2023,1912,704,1531,461,189,8524,99.065804,48,34,0.585365854,Yes,No,Yes,No,No
MIN,1990,N,3265,7276,1531,2082,1275,2113,3388,1885,1864,712,1062,440,8169,3320,6778,1680,2219,1094,2379,3473,2142,1692,512,1238,511,171,8491,95.960014,29,53,0.353658537,No,No,No,No,No
NJN,1990,N,3311,7459,1658,2245,1400,2348,3748,1782,1954,748,1423,600,8441,3374,7206,1927,2493,1287,2527,3814,1737,1896,831,1452,540,136,8811,102.36813,26,56,0.317073171,No,No,No,No,No
NYK,1990,N,3308,6822,1654,2147,1053,2436,3489,2172,1764,638,1379,418,8455,3410,7162,1471,1903,1119,2336,3455,1999,1813,724,1239,368,183,8474,97.982025,39,43,0.475609756,No,No,Yes,No,No
ORL,1990,N,3298,7256,1818,2447,1233,2429,3662,1809,1976,602,1391,306,8684,3454,7232,1879,2451,1095,2500,3595,2118,1983,706,1215,654,223,9010,102.26781,31,51,0.378048781,No,No,No,No,No
PHI,1990,N,3289,6925,1868,2366,984,2496,3480,1824,1629,678,1230,479,8641,3536,7432,1388,1794,1156,2519,3675,2220,1862,691,1177,391,196,8656,99.447044,44,38,0.536585366,Yes,No,Yes,Yes,No
PHO,1990,N,3573,7199,2064,2680,1132,2598,3730,2209,1850,687,1302,535,9348,3462,7499,1705,2244,1195,2298,3493,1972,2059,682,1282,463,182,8811,103.47923,55,27,0.670731707,Yes,No,Yes,No,No
POR,1990,N,3577,7369,1912,2538,1202,2561,3763,2254,1975,724,1309,410,9407,3320,7275,1819,2341,1079,2354,3433,2048,2075,630,1397,352,236,8695,104.04855,63,19,0.768292683,Yes,No,Yes,Yes,No
SAC,1990,N,3086,6818,1540,2105,1027,2218,3245,1991,2075,631,1272,513,7928,3142,6687,2045,2686,1164,2543,3707,1912,1847,699,1312,448,155,8484,96.737244,25,57,0.304878049,No,No,No,No,No
SAS,1990,N,3409,6988,1883,2459,1131,2657,3788,2140,1896,670,1445,571,8782,3265,7289,1664,2187,1122,2270,3392,1928,2008,801,1260,437,218,8412,101.37405,55,27,0.670731707,Yes,No,Yes,No,No
SEA,1990,N,3500,7117,1608,2143,1222,2173,3395,2042,1973,861,1404,380,8744,3285,6738,1866,2459,1107,2149,3256,1851,1820,729,1485,446,207,8643,99.359283,41,41,0.5,No,No,Yes,No,No
UTA,1990,N,3214,6537,1951,2472,867,2474,3341,2217,1796,652,1305,451,8527,3217,7011,1615,2090,1101,2278,3379,1858,1995,686,1254,409,205,8254,97.584831,54,28,0.658536585,Yes,No,Yes,Yes,No
WA1,1990,N,3390,7268,1478,2028,1173,2390,3563,2081,1927,588,1359,468,8313,3396,7280,1763,2288,1232,2473,3705,1861,1778,727,1254,492,166,8721,100.65967,30,52,0.365853659,No,No,No,No,No
ATL,1991,N,3492,7476,1517,2074,1288,2498,3786,2123,1771,793,1255,320,8711,3523,7342,1537,2006,1160,2545,3705,2168,1732,711,1253,393,251,8834,100.76942,38,44,0.463414634,No,No,No,No,No
BOS,1991,N,3543,7196,1549,1917,1095,2583,3678,2072,1686,636,1165,484,8745,3323,7293,1601,2084,1178,2333,3511,1923,1634,680,1114,414,201,8448,98.244568,51,31,0.62195122,Yes,No,Yes,Yes,No
CHA,1991,N,3613,7568,1637,2168,1164,2367,3531,2284,1819,822,1273,309,8980,3717,7495,1661,2241,1253,2581,3834,2366,1750,621,1392,524,205,9300,104.26129,31,51,0.378048781,No,No,No,No,No
CHI,1991,N,3643,7168,1587,2132,1173,2439,3612,2279,1693,672,1088,480,9011,3206,6970,1525,1985,1081,2171,3252,1841,1800,631,1288,352,218,8155,97.132751,67,15,0.817073171,Yes,Yes,Yes,Yes,Yes
CLE,1991,N,3427,7025,1819,2259,1041,2450,3491,2260,1556,616,1073,621,8926,3496,7435,1294,1683,1236,2376,3612,2156,1874,649,1150,417,193,8479,97.549774,57,25,0.695121951,Yes,No,Yes,Yes,No
DAL,1991,N,3120,7104,1499,1999,1194,2439,3633,1630,1867,536,1202,349,8007,3314,7051,1823,2368,1157,2631,3788,1936,1735,723,1054,456,183,8634,96.588814,22,60,0.268292683,No,No,No,No,No
DEN,1991,N,3262,7380,1526,2067,1350,2352,3702,1553,1984,773,1447,461,8176,3346,6967,1943,2513,1109,2530,3639,1811,1787,780,1393,593,186,8821,101.19249,24,58,0.292682927,No,No,No,No,No
DET,1991,N,3191,6867,1566,2108,1210,2421,3631,1899,1646,546,1212,357,8113,3157,6973,1421,1866,1115,2255,3370,1894,1916,642,1117,373,211,7946,94.238258,48,34,0.585365854,Yes,No,Yes,No,No
GSW,1991,N,3767,7427,1944,2606,1137,2376,3513,2064,2049,854,1353,375,9732,3616,7507,1923,2563,1324,2436,3760,2122,2021,794,1512,435,257,9412,106.44552,55,27,0.670731707,Yes,No,Yes,No,No
HOU,1991,N,3273,6894,1491,2020,1074,2432,3506,2058,1769,656,1378,571,8366,3391,7317,1529,1985,1232,2406,3638,2131,1673,743,1174,384,196,8507,98.025543,42,40,0.512195122,Yes,No,No,No,No
IND,1991,N,3498,7079,1868,2364,1083,2564,3647,2398,2137,705,1402,393,9197,3425,7312,1976,2627,1241,2325,3566,2165,1984,816,1247,386,216,9042,102.21293,40,42,0.487804878,No,No,Yes,No,No
LAC,1991,N,3347,7076,1601,2223,1132,2393,3525,2053,1873,824,1269,498,8440,3211,6997,1706,2249,1151,2445,3596,1784,1870,705,1396,432,224,8352,99.255333,45,37,0.548780488,Yes,No,Yes,No,No
LAL,1991,N,3183,6977,1744,2278,1156,2196,3352,1803,1543,756,1089,400,8229,3408,7095,1329,1744,1234,2384,3618,2173,1831,594,1256,389,174,8319,95.471916,43,39,0.524390244,Yes,No,Yes,No,No
MIA,1991,N,3256,7061,1839,2329,1187,2366,3553,1749,1819,670,1377,373,8608,3529,7157,1685,2242,1134,2415,3549,2070,1968,731,1316,447,210,8953,100.33451,38,44,0.463414634,No,No,Yes,No,No
MIL,1991,N,3321,7216,1596,2104,1297,2172,3469,2018,1904,863,1350,317,8609,3445,6911,1638,2195,1170,2319,3489,2118,1780,730,1420,473,221,8749,98.644188,31,51,0.378048781,No,No,No,No,No
MIN,1991,N,3366,7342,1379,1857,1167,2168,3335,2025,1866,619,1157,526,8237,3453,7116,1738,2337,1311,2534,3845,2088,1675,660,1215,574,171,8815,97.893547,15,67,0.182926829,No,No,No,No,No
NJN,1991,N,3473,7580,1471,2009,1512,2392,3904,1937,1834,736,1392,615,8641,3422,7175,1775,2318,1515,2055,3570,1789,1722,806,1343,484,161,8780,98.918091,40,42,0.487804878,No,No,Yes,No,No
NYK,1991,N,3312,6947,1503,2049,1185,2489,3674,2130,1905,634,1242,382,8328,3082,6727,1666,2172,1014,2241,3255,1778,1803,669,1249,396,179,8009,95.632439,51,31,0.62195122,Yes,No,Yes,Yes,No
ORL,1991,N,3220,7102,1693,2268,1171,2329,3500,1792,1977,643,1389,367,8330,3426,7045,1830,2437,1107,2445,3552,2095,1895,791,1271,534,215,8897,100.32218,21,61,0.256097561,No,No,No,No,No
PHI,1991,N,3187,6761,1757,2267,1058,2309,3367,1755,1582,692,1238,482,8358,3449,7145,1375,1772,1171,2365,3536,2226,1766,686,1184,454,189,8462,95.952278,35,47,0.426829268,No,No,No,No,No
PHO,1991,N,3553,7219,1861,2397,1088,2558,3646,2202,1852,673,1242,582,9194,3429,7477,1669,2207,1218,2345,3563,1909,1931,659,1258,493,180,8707,102.23541,53,29,0.646341463,Yes,No,Yes,Yes,No
POR,1991,N,3476,7352,1858,2463,1294,2549,3843,2065,1983,753,1328,410,9135,3249,7150,1797,2367,1097,2336,3433,1980,1957,688,1369,433,244,8539,102.34081,57,25,0.695121951,Yes,No,Yes,Yes,Yes
SAC,1991,N,3348,7189,1615,2162,1054,2354,3408,1957,1763,727,1360,618,8549,3557,7420,1728,2297,1311,2639,3950,2128,1816,816,1357,530,204,9046,102.27892,29,53,0.353658537,No,No,No,No,No
SAS,1991,N,3377,7090,1652,2246,1229,2552,3781,2010,1799,729,1308,608,8524,3211,7098,1587,2061,1103,2362,3465,1882,1810,753,1252,463,243,8252,98.580849,47,35,0.573170732,Yes,No,Yes,No,No
SEA,1991,N,3380,7128,1772,2263,1282,2257,3539,1877,1952,775,1323,448,8737,3263,6864,1848,2460,1122,2228,3350,1832,1850,697,1320,479,209,8583,98.569,47,35,0.573170732,Yes,No,Yes,Yes,No
UTA,1991,N,3379,6866,1961,2490,1097,2543,3640,2188,1746,715,1264,448,8877,3292,7178,1535,2056,1146,2255,3401,1925,1958,646,1205,458,234,8353,98.334015,55,27,0.670731707,Yes,No,Yes,Yes,No
WA1,1991,N,3364,7301,1521,1956,1069,2345,3414,2011,1852,713,1254,422,8395,3431,7174,1687,2240,1197,2636,3833,1902,1689,710,1325,450,212,8761,100.53396,25,57,0.304878049,No,No,No,No,No
ATL,1992,N,3392,7272,1648,2221,1290,2344,3634,2084,1807,806,1339,278,8814,3509,7074,1586,2092,1080,2413,3493,2189,1881,735,1363,363,281,8885,100.18027,43,39,0.524390244,Yes,No,Yes,No,No
BOS,1992,N,3453,7093,1486,1912,1076,2436,3512,1999,1862,647,1174,458,8502,3232,6980,1749,2269,1094,2378,3472,1971,1676,637,1181,386,216,8429,97.290855,48,34,0.585365854,Yes,No,Yes,No,No
CHA,1992,N,3512,7210,1831,2374,1095,2508,3603,2161,1790,639,1325,473,9030,3634,7698,1548,2080,1350,2403,3753,2277,1923,599,1245,438,234,9050,102.70078,44,38,0.536585366,Yes,No,Yes,Yes,No
CHI,1992,N,3475,7205,1431,1952,1290,2283,3573,2133,1804,783,1103,410,8625,3139,6622,1584,2033,1039,2265,3304,1918,1731,595,1372,357,247,8109,95.047157,57,25,0.695121951,Yes,Yes,Yes,Yes,Yes
CLE,1992,N,3425,6887,1699,2119,929,2496,3425,2349,1580,615,1120,536,8832,3370,7229,1334,1742,1115,2379,3494,2109,1828,610,1203,365,229,8303,97.267891,54,28,0.658536585,Yes,No,Yes,Yes,No
DAL,1992,N,3164,7271,1530,2171,1234,2265,3499,1683,2302,649,1459,355,8141,3401,6783,2351,3071,1063,2740,3803,2047,1861,802,1273,520,234,9387,101.50846,11,71,0.134146342,No,No,No,No,No
DEN,1992,N,3352,7282,1784,2360,1266,2564,3830,1735,2039,651,1413,565,8626,3324,7214,1899,2517,1159,2505,3664,1890,1983,750,1340,503,222,8769,102.5625,36,46,0.43902439,No,No,No,No,No
DET,1992,N,3267,7211,1426,1957,1293,2316,3608,1941,1747,580,1152,249,8252,3321,6906,1463,1987,1099,2442,3541,2048,1804,623,1219,363,261,8366,95.681519,40,42,0.487804878,No,No,No,No,No
GSW,1992,N,3474,7212,1768,2465,1219,2384,3603,2010,2056,693,1451,383,9014,3471,7197,1881,2492,1174,2345,3519,2098,1993,824,1350,457,272,9095,102.73293,34,48,0.414634146,No,No,No,No,No
HOU,1992,N,3280,6744,1584,2090,985,2532,3517,2115,1699,682,1295,543,8531,3255,7129,1432,1877,1167,2295,3462,1965,1793,717,1228,327,242,8184,96.637161,55,27,0.670731707,Yes,No,Yes,Yes,No
IND,1992,N,3371,7022,1837,2399,1220,2455,3675,2144,2045,615,1256,403,8836,3262,6955,1957,2635,1189,2345,3534,1987,1979,693,1178,387,216,8697,98.012001,41,41,0.5,No,No,Yes,No,No
LAC,1992,N,3544,7329,1562,2177,1183,2360,3543,2242,1920,847,1338,491,8783,3311,7051,1857,2434,1179,2437,3616,1970,1772,765,1445,453,275,8754,101.71613,41,41,0.5,No,No,Yes,No,No
LAL,1992,N,3309,6994,1741,2304,1103,2288,3391,2013,1778,782,1266,431,8546,3438,7116,1529,2050,1158,2411,3569,2130,1872,686,1334,384,245,8650,98.905273,39,43,0.475609756,No,No,Yes,No,No
MIA,1992,N,3127,6850,1908,2476,1134,2384,3518,1688,2011,609,1287,350,8495,3232,6791,1860,2416,1032,2424,3456,1965,2053,656,1304,426,265,8589,98.021187,36,46,0.43902439,No,No,No,No,No
MIL,1992,N,3268,6924,1544,2081,1050,2113,3163,2084,1978,863,1363,393,8392,3303,6843,1823,2437,1269,2398,3667,2087,1810,773,1476,456,269,8698,98.362305,28,54,0.341463415,No,No,No,No,No
MIN,1992,N,3043,6529,1794,2247,940,2204,3144,2001,2028,649,1422,455,8046,3323,6814,1830,2413,1122,2331,3453,2144,1875,734,1231,494,208,8684,96.606461,19,63,0.231707317,No,No,No,No,No
